"person_uri","organisation_uri","organisation_label","relationship"
http://www.wikidata.org/entity/Q105972499,http://www.wikidata.org/entity/Q40886197,Institute of Sociology of the National Academy of Sciences of Belarus,employment
http://www.wikidata.org/entity/Q105972499,http://www.wikidata.org/entity/Q4182332,Trans-Baikal State Humanitarian-Pedagogical University,education
http://www.wikidata.org/entity/Q105973258,http://www.wikidata.org/entity/Q1053985,Central Queensland University,employment
http://www.wikidata.org/entity/Q105973258,http://www.wikidata.org/entity/Q1066188,Charles Sturt University,employment
http://www.wikidata.org/entity/Q105973258,http://www.wikidata.org/entity/Q1202292,Griffith University,education
http://www.wikidata.org/entity/Q106049109,http://www.wikidata.org/entity/Q1122926,University of Lisbon,employment
http://www.wikidata.org/entity/Q106049109,http://www.wikidata.org/entity/Q174570,London School of Economics and Political Science,education
http://www.wikidata.org/entity/Q106049109,http://www.wikidata.org/entity/Q3391585,Universidade Aberta de Portugal,employment
http://www.wikidata.org/entity/Q106049109,http://www.wikidata.org/entity/Q865528,University of Warwick,employment
http://www.wikidata.org/entity/Q106072121,http://www.wikidata.org/entity/Q628252,Working Group Picture Print Paper,membership
http://www.wikidata.org/entity/Q106107416,http://www.wikidata.org/entity/Q3436286,Odense University,education
http://www.wikidata.org/entity/Q106107416,http://www.wikidata.org/entity/Q601956,Aalborg University,education
http://www.wikidata.org/entity/Q106107416,http://www.wikidata.org/entity/Q601956,Aalborg University,employment
http://www.wikidata.org/entity/Q106107416,http://www.wikidata.org/entity/Q924265,Aarhus University,education
http://www.wikidata.org/entity/Q106112201,http://www.wikidata.org/entity/Q1067935,Laval University,employment
http://www.wikidata.org/entity/Q106112201,http://www.wikidata.org/entity/Q2579532,University of Sherbrooke,employment
http://www.wikidata.org/entity/Q106112201,http://www.wikidata.org/entity/Q49088,Columbia University,education
http://www.wikidata.org/entity/Q106122537,http://www.wikidata.org/entity/Q168756,"University of California, Berkeley",education
http://www.wikidata.org/entity/Q106122537,http://www.wikidata.org/entity/Q168756,"University of California, Berkeley",employment
http://www.wikidata.org/entity/Q106161,http://www.wikidata.org/entity/Q155354,University of Marburg,employment
http://www.wikidata.org/entity/Q106161,http://www.wikidata.org/entity/Q156725,University of Hamburg,employment
http://www.wikidata.org/entity/Q1061645,http://www.wikidata.org/entity/Q1068752,Howard University,education
http://www.wikidata.org/entity/Q1061844,http://www.wikidata.org/entity/Q820887,University of Florence,education
http://www.wikidata.org/entity/Q106192224,http://www.wikidata.org/entity/Q1376973,European Sociological Association,membership
http://www.wikidata.org/entity/Q106192224,http://www.wikidata.org/entity/Q16589776,Polskie Towarzystwo Pedagogiczne,membership
http://www.wikidata.org/entity/Q106192224,http://www.wikidata.org/entity/Q1666924,International Sociological Association,membership
http://www.wikidata.org/entity/Q106192224,http://www.wikidata.org/entity/Q1758009,University of Gdańsk,education
http://www.wikidata.org/entity/Q106192224,http://www.wikidata.org/entity/Q465922,Gdańsk University of Technology,education
http://www.wikidata.org/entity/Q106192224,http://www.wikidata.org/entity/Q7209992,Polish Sociological Association,membership
http://www.wikidata.org/entity/Q106192224,http://www.wikidata.org/entity/Q9143067,The Maria Grzegorzewska University,employment
http://www.wikidata.org/entity/Q106209540,http://www.wikidata.org/entity/Q1067935,Laval University,employment
http://www.wikidata.org/entity/Q106209540,http://www.wikidata.org/entity/Q2557355,Université de Moncton,education
http://www.wikidata.org/entity/Q106209540,http://www.wikidata.org/entity/Q392189,Université de Montréal,education
http://www.wikidata.org/entity/Q106209540,http://www.wikidata.org/entity/Q627969,University of Ottawa,education
http://www.wikidata.org/entity/Q106215513,http://www.wikidata.org/entity/Q315658,University of Wrocław,education
http://www.wikidata.org/entity/Q106215513,http://www.wikidata.org/entity/Q9143067,The Maria Grzegorzewska University,employment
http://www.wikidata.org/entity/Q106224682,http://www.wikidata.org/entity/Q219563,University of Washington,education
http://www.wikidata.org/entity/Q106240292,http://www.wikidata.org/entity/Q659739,Green Party of Switzerland,membership
http://www.wikidata.org/entity/Q106259127,http://www.wikidata.org/entity/Q13371,Harvard University,education
http://www.wikidata.org/entity/Q106259127,http://www.wikidata.org/entity/Q168756,"University of California, Berkeley",education
http://www.wikidata.org/entity/Q106259127,http://www.wikidata.org/entity/Q174710,"University of California, Los Angeles",employment
http://www.wikidata.org/entity/Q106261,http://www.wikidata.org/entity/Q151510,Heidelberg University,education
http://www.wikidata.org/entity/Q106261,http://www.wikidata.org/entity/Q168426,University of Münster,employment
http://www.wikidata.org/entity/Q106261,http://www.wikidata.org/entity/Q39913,Seoul National University,education
http://www.wikidata.org/entity/Q106261,http://www.wikidata.org/entity/Q50662,Goethe University Frankfurt,education
http://www.wikidata.org/entity/Q106263884,http://www.wikidata.org/entity/Q1478723,La Trobe University,employment
http://www.wikidata.org/entity/Q106282626,http://www.wikidata.org/entity/Q2600910,National Fund for Scientific Research,employment
http://www.wikidata.org/entity/Q106282626,http://www.wikidata.org/entity/Q34433,University of Oxford,employment
http://www.wikidata.org/entity/Q106282626,http://www.wikidata.org/entity/Q378134,UCLouvain,education
http://www.wikidata.org/entity/Q106282626,http://www.wikidata.org/entity/Q378134,UCLouvain,employment
http://www.wikidata.org/entity/Q106282626,http://www.wikidata.org/entity/Q49108,Massachusetts Institute of Technology,education
http://www.wikidata.org/entity/Q106282626,http://www.wikidata.org/entity/Q49122,Harvard Law School,employment
http://www.wikidata.org/entity/Q106283195,http://www.wikidata.org/entity/Q1247135,Universidad Carlos III de Madrid,employment
http://www.wikidata.org/entity/Q106283195,http://www.wikidata.org/entity/Q2000629,King Juan Carlos University,employment
http://www.wikidata.org/entity/Q106283195,http://www.wikidata.org/entity/Q219694,Complutense University of Madrid,education
http://www.wikidata.org/entity/Q106283195,http://www.wikidata.org/entity/Q219694,Complutense University of Madrid,employment
http://www.wikidata.org/entity/Q106283195,http://www.wikidata.org/entity/Q2672274,Centro de Investigaciones Sociológicas,education
http://www.wikidata.org/entity/Q106283195,http://www.wikidata.org/entity/Q421739,National University of Distance Education,employment
http://www.wikidata.org/entity/Q106283195,http://www.wikidata.org/entity/Q5871340,José Ortega y Gasset Foundation,education
http://www.wikidata.org/entity/Q106283195,http://www.wikidata.org/entity/Q768224,University of Valladolid,employment
http://www.wikidata.org/entity/Q106283195,http://www.wikidata.org/entity/Q788091,Autonomous University of Madrid,employment
http://www.wikidata.org/entity/Q106322831,http://www.wikidata.org/entity/Q1236136,University of Bari,employment
http://www.wikidata.org/entity/Q106322981,http://www.wikidata.org/entity/Q29508174,Deutscher Caritasverband,employment
http://www.wikidata.org/entity/Q1063509,http://www.wikidata.org/entity/Q131252,University of Chicago,education
http://www.wikidata.org/entity/Q1063509,http://www.wikidata.org/entity/Q168751,Duke University,employment
http://www.wikidata.org/entity/Q1063509,http://www.wikidata.org/entity/Q49115,Cornell University,education
http://www.wikidata.org/entity/Q1063509,http://www.wikidata.org/entity/Q579968,University of Missouri,employment
http://www.wikidata.org/entity/Q106352878,http://www.wikidata.org/entity/Q1065414,Vrije Universiteit Amsterdam,employment
http://www.wikidata.org/entity/Q106359481,http://www.wikidata.org/entity/Q209842,University of Paris,education
http://www.wikidata.org/entity/Q106359481,http://www.wikidata.org/entity/Q219563,University of Washington,education
http://www.wikidata.org/entity/Q106359481,http://www.wikidata.org/entity/Q392189,Université de Montréal,employment
http://www.wikidata.org/entity/Q106359481,http://www.wikidata.org/entity/Q658975,University of Lausanne,education
http://www.wikidata.org/entity/Q106359481,http://www.wikidata.org/entity/Q658975,University of Lausanne,employment
http://www.wikidata.org/entity/Q106366589,http://www.wikidata.org/entity/Q108740308,Komsomolskaya Pravda in Belarus,employment
http://www.wikidata.org/entity/Q106366589,http://www.wikidata.org/entity/Q1374265,European Radio for Belarus,employment
http://www.wikidata.org/entity/Q106366589,http://www.wikidata.org/entity/Q138031260,Department of Philosophy of the Faculty of History of BSU,education
http://www.wikidata.org/entity/Q106366589,http://www.wikidata.org/entity/Q2418908,Belarusian State University,education
http://www.wikidata.org/entity/Q106366589,http://www.wikidata.org/entity/Q6528058,Press Club Belarus,employment
http://www.wikidata.org/entity/Q106369203,http://www.wikidata.org/entity/Q1129925,Pontifical Catholic University of Chile,education
http://www.wikidata.org/entity/Q106369203,http://www.wikidata.org/entity/Q232141,University of Chile,education
http://www.wikidata.org/entity/Q106369203,http://www.wikidata.org/entity/Q232141,University of Chile,employment
http://www.wikidata.org/entity/Q106369203,http://www.wikidata.org/entity/Q5918235,Instituto de Humanidades Luis Campino,education
http://www.wikidata.org/entity/Q106414886,http://www.wikidata.org/entity/Q280413,National Center for Scientific Research,employment
http://www.wikidata.org/entity/Q106419002,http://www.wikidata.org/entity/Q189441,Jagiellonian University,education
http://www.wikidata.org/entity/Q106419002,http://www.wikidata.org/entity/Q9379465,"Faculty of Humanities, AGH University of Science and Technology",employment
http://www.wikidata.org/entity/Q106436314,http://www.wikidata.org/entity/Q50662,Goethe University Frankfurt,education
http://www.wikidata.org/entity/Q106439277,http://www.wikidata.org/entity/Q201603,Simon Fraser University,employment
http://www.wikidata.org/entity/Q106439277,http://www.wikidata.org/entity/Q258464,"Trinity College, Dublin",education
http://www.wikidata.org/entity/Q106439277,http://www.wikidata.org/entity/Q3075124,Trent University,employment
http://www.wikidata.org/entity/Q106439277,http://www.wikidata.org/entity/Q849751,York University,education
http://www.wikidata.org/entity/Q106440772,http://www.wikidata.org/entity/Q1155944,Paris Descartes University,education
http://www.wikidata.org/entity/Q106440772,http://www.wikidata.org/entity/Q13334,University of Orléans,education
http://www.wikidata.org/entity/Q106440772,http://www.wikidata.org/entity/Q1518467,University of Yaoundé,education
http://www.wikidata.org/entity/Q106440772,http://www.wikidata.org/entity/Q838691,Muséum national d'histoire naturelle,education
http://www.wikidata.org/entity/Q106454554,http://www.wikidata.org/entity/Q144488,University of Warsaw,education
http://www.wikidata.org/entity/Q106454554,http://www.wikidata.org/entity/Q1776549,Klub Inteligencji Katolickiej,membership
http://www.wikidata.org/entity/Q106466446,http://www.wikidata.org/entity/Q21578,Princeton University,education
http://www.wikidata.org/entity/Q106466446,http://www.wikidata.org/entity/Q21578,Princeton University,employment
http://www.wikidata.org/entity/Q106466625,http://www.wikidata.org/entity/Q209344,Sapienza University of Rome,employment
http://www.wikidata.org/entity/Q106479916,http://www.wikidata.org/entity/Q1017700,Momoyama Gakuin University,employment
http://www.wikidata.org/entity/Q106479916,http://www.wikidata.org/entity/Q7842,University of Tokyo,education
http://www.wikidata.org/entity/Q106514849,http://www.wikidata.org/entity/Q270145,National University of San Marcos,education
http://www.wikidata.org/entity/Q106515193,http://www.wikidata.org/entity/Q194223,University of Buenos Aires,education
http://www.wikidata.org/entity/Q106516899,http://www.wikidata.org/entity/Q3551438,Marien Ngouabi University,education
http://www.wikidata.org/entity/Q106516899,http://www.wikidata.org/entity/Q60339752,Pädagogische Hochschule Potsdam,education
http://www.wikidata.org/entity/Q106521041,http://www.wikidata.org/entity/Q11713023,Institute of Philosophy and Sociology of the Polish Academy of Sciences,employment
http://www.wikidata.org/entity/Q106521041,http://www.wikidata.org/entity/Q144488,University of Warsaw,education
http://www.wikidata.org/entity/Q106537482,http://www.wikidata.org/entity/Q27265,University of Salzburg,education
http://www.wikidata.org/entity/Q106547154,http://www.wikidata.org/entity/Q229022,Catholic University of the Sacred Heart,employment
http://www.wikidata.org/entity/Q106557628,http://www.wikidata.org/entity/Q1468481,University of Deusto,education
http://www.wikidata.org/entity/Q106557628,http://www.wikidata.org/entity/Q219615,University of Barcelona,education
http://www.wikidata.org/entity/Q106557628,http://www.wikidata.org/entity/Q3179598,Public University of Navarre,education
http://www.wikidata.org/entity/Q106557628,http://www.wikidata.org/entity/Q5324143,ESDEN Business School,education
http://www.wikidata.org/entity/Q106557629,http://www.wikidata.org/entity/Q1468481,University of Deusto,education
http://www.wikidata.org/entity/Q1065595,http://www.wikidata.org/entity/Q13371,Harvard University,education
http://www.wikidata.org/entity/Q1065595,http://www.wikidata.org/entity/Q458620,Peace Corps,membership
http://www.wikidata.org/entity/Q1065595,http://www.wikidata.org/entity/Q464135,American Enterprise Institute,employment
http://www.wikidata.org/entity/Q1065595,http://www.wikidata.org/entity/Q4744158,American Institutes for Research,employment
http://www.wikidata.org/entity/Q1065595,http://www.wikidata.org/entity/Q49108,Massachusetts Institute of Technology,education
http://www.wikidata.org/entity/Q1065595,http://www.wikidata.org/entity/Q49123,Harvard College,education
http://www.wikidata.org/entity/Q1065595,http://www.wikidata.org/entity/Q6749265,Manhattan Institute for Policy Research,employment
http://www.wikidata.org/entity/Q106563980,http://www.wikidata.org/entity/Q1067935,Laval University,employment
http://www.wikidata.org/entity/Q106563980,http://www.wikidata.org/entity/Q3112634,Government of Quebec,employment
http://www.wikidata.org/entity/Q106563980,http://www.wikidata.org/entity/Q849751,York University,employment
http://www.wikidata.org/entity/Q106574160,http://www.wikidata.org/entity/Q659080,University of Bern,employment
http://www.wikidata.org/entity/Q106574308,http://www.wikidata.org/entity/Q4534839,"Faculty of Law, Saint Petersburg State University",education
http://www.wikidata.org/entity/Q106579542,http://www.wikidata.org/entity/Q766447,Federal University of Rio Grande do Sul,employment
http://www.wikidata.org/entity/Q1065810,http://www.wikidata.org/entity/Q13371,Harvard University,education
http://www.wikidata.org/entity/Q1065810,http://www.wikidata.org/entity/Q1472358,University of Houston,employment
http://www.wikidata.org/entity/Q1065810,http://www.wikidata.org/entity/Q270222,Michigan State University,employment
http://www.wikidata.org/entity/Q1065856,http://www.wikidata.org/entity/Q1132346,North Carolina State University,employment
http://www.wikidata.org/entity/Q1065856,http://www.wikidata.org/entity/Q597236,Washington State University,employment
http://www.wikidata.org/entity/Q106594470,http://www.wikidata.org/entity/Q1771717,Portland State University,employment
http://www.wikidata.org/entity/Q106594470,http://www.wikidata.org/entity/Q49115,Cornell University,education
http://www.wikidata.org/entity/Q106595571,http://www.wikidata.org/entity/Q50037760,GGzE,employment
http://www.wikidata.org/entity/Q106595571,http://www.wikidata.org/entity/Q595668,Tilburg University,employment
http://www.wikidata.org/entity/Q106595571,http://www.wikidata.org/entity/Q633529,Erasmus University Rotterdam,employment
http://www.wikidata.org/entity/Q106595572,http://www.wikidata.org/entity/Q184478,University of California,education
http://www.wikidata.org/entity/Q106595572,http://www.wikidata.org/entity/Q221653,Utrecht University,education
http://www.wikidata.org/entity/Q106595572,http://www.wikidata.org/entity/Q595668,Tilburg University,employment
http://www.wikidata.org/entity/Q1065979,http://www.wikidata.org/entity/Q131252,University of Chicago,education
http://www.wikidata.org/entity/Q1065979,http://www.wikidata.org/entity/Q2839513,Alpha Phi Alpha,membership
http://www.wikidata.org/entity/Q1065979,http://www.wikidata.org/entity/Q49087,Fisk University,employment
http://www.wikidata.org/entity/Q106603629,http://www.wikidata.org/entity/Q1971174,University of South Wales,employment
http://www.wikidata.org/entity/Q106603629,http://www.wikidata.org/entity/Q3197003,King Edward's School,education
http://www.wikidata.org/entity/Q106610584,http://www.wikidata.org/entity/Q2302586,Aix-Marseille University,education
http://www.wikidata.org/entity/Q106615408,http://www.wikidata.org/entity/Q1434547,Loughborough University,employment
http://www.wikidata.org/entity/Q106615819,http://www.wikidata.org/entity/Q34433,University of Oxford,employment
http://www.wikidata.org/entity/Q106615819,http://www.wikidata.org/entity/Q371160,Learned Society of Wales,membership
http://www.wikidata.org/entity/Q106629777,http://www.wikidata.org/entity/Q2413375,The Open University,employment
http://www.wikidata.org/entity/Q106629777,http://www.wikidata.org/entity/Q371160,Learned Society of Wales,membership
http://www.wikidata.org/entity/Q106632699,http://www.wikidata.org/entity/Q273518,School for Advanced Studies in the Social Sciences,education
http://www.wikidata.org/entity/Q106635281,http://www.wikidata.org/entity/Q936476,Central University of Venezuela,education
http://www.wikidata.org/entity/Q106638409,http://www.wikidata.org/entity/Q371160,Learned Society of Wales,membership
http://www.wikidata.org/entity/Q106638409,http://www.wikidata.org/entity/Q86019502,Cardiff University School of Social Sciences,employment
http://www.wikidata.org/entity/Q106638442,http://www.wikidata.org/entity/Q371160,Learned Society of Wales,membership
http://www.wikidata.org/entity/Q106638442,http://www.wikidata.org/entity/Q86019502,Cardiff University School of Social Sciences,employment
http://www.wikidata.org/entity/Q106641226,http://www.wikidata.org/entity/Q841581,Sofia University,employment
http://www.wikidata.org/entity/Q106642011,http://www.wikidata.org/entity/Q1047293,"University of California, Santa Cruz",education
http://www.wikidata.org/entity/Q106642011,http://www.wikidata.org/entity/Q487556,University of Sydney,education
http://www.wikidata.org/entity/Q106642011,http://www.wikidata.org/entity/Q734764,University of New South Wales,employment
http://www.wikidata.org/entity/Q106684754,http://www.wikidata.org/entity/Q174570,London School of Economics and Political Science,education
http://www.wikidata.org/entity/Q106690802,http://www.wikidata.org/entity/Q7227384,Pomona College,education
http://www.wikidata.org/entity/Q106690802,http://www.wikidata.org/entity/Q7227384,Pomona College,employment
http://www.wikidata.org/entity/Q106694,http://www.wikidata.org/entity/Q46703,European Academy of Sciences and Arts,membership
http://www.wikidata.org/entity/Q106694,http://www.wikidata.org/entity/Q766145,University of Oregon,education
http://www.wikidata.org/entity/Q106698071,http://www.wikidata.org/entity/Q1067935,Laval University,employment
http://www.wikidata.org/entity/Q106726964,http://www.wikidata.org/entity/Q174570,London School of Economics and Political Science,employment
http://www.wikidata.org/entity/Q106803116,http://www.wikidata.org/entity/Q1232428,University of the Basque Country,education
http://www.wikidata.org/entity/Q106803116,http://www.wikidata.org/entity/Q1232428,University of the Basque Country,employment
http://www.wikidata.org/entity/Q106803116,http://www.wikidata.org/entity/Q219694,Complutense University of Madrid,education
http://www.wikidata.org/entity/Q106804830,http://www.wikidata.org/entity/Q262760,Swiss Federal Institute of Technology in Lausanne,employment
http://www.wikidata.org/entity/Q106832794,http://www.wikidata.org/entity/Q1422458,University of Bath,employment
http://www.wikidata.org/entity/Q106836135,http://www.wikidata.org/entity/Q270145,National University of San Marcos,education
http://www.wikidata.org/entity/Q106854777,http://www.wikidata.org/entity/Q16655757,Institute of Philosophy of the National Academy of Sciences of Belarus,employment
http://www.wikidata.org/entity/Q106854777,http://www.wikidata.org/entity/Q2418908,Belarusian State University,employment
http://www.wikidata.org/entity/Q106854777,http://www.wikidata.org/entity/Q40886197,Institute of Sociology of the National Academy of Sciences of Belarus,employment
http://www.wikidata.org/entity/Q106854777,http://www.wikidata.org/entity/Q4402649,Ryazan State Radio Engineering University,education
http://www.wikidata.org/entity/Q106862463,http://www.wikidata.org/entity/Q230899,University of Manchester,employment
http://www.wikidata.org/entity/Q106878850,http://www.wikidata.org/entity/Q174710,"University of California, Los Angeles",employment
http://www.wikidata.org/entity/Q106878850,http://www.wikidata.org/entity/Q230492,University of Michigan,employment
http://www.wikidata.org/entity/Q106881269,http://www.wikidata.org/entity/Q2822267,French Catholic Academy,membership
http://www.wikidata.org/entity/Q106892691,http://www.wikidata.org/entity/Q1129925,Pontifical Catholic University of Chile,education
http://www.wikidata.org/entity/Q106908284,http://www.wikidata.org/entity/Q1353679,University of Nebraska–Lincoln,education
http://www.wikidata.org/entity/Q106908284,http://www.wikidata.org/entity/Q1937387,"Minnesota State University, Mankato",employment
http://www.wikidata.org/entity/Q106908284,http://www.wikidata.org/entity/Q558922,Illinois State University,employment
http://www.wikidata.org/entity/Q106917258,http://www.wikidata.org/entity/Q41506,Stanford University,employment
http://www.wikidata.org/entity/Q106917391,http://www.wikidata.org/entity/Q1024543,CUNY Graduate School and University Center,education
http://www.wikidata.org/entity/Q106917391,http://www.wikidata.org/entity/Q1024543,CUNY Graduate School and University Center,employment
http://www.wikidata.org/entity/Q106917391,http://www.wikidata.org/entity/Q1700617,John Jay College of Criminal Justice,employment
http://www.wikidata.org/entity/Q106917391,http://www.wikidata.org/entity/Q739627,Pennsylvania State University,education
http://www.wikidata.org/entity/Q106917577,http://www.wikidata.org/entity/Q182973,University of Iowa,employment
http://www.wikidata.org/entity/Q106917577,http://www.wikidata.org/entity/Q838330,University of Wisconsin–Madison,education
http://www.wikidata.org/entity/Q106917809,http://www.wikidata.org/entity/Q174710,"University of California, Los Angeles",employment
http://www.wikidata.org/entity/Q106917809,http://www.wikidata.org/entity/Q49114,Brown University,education
http://www.wikidata.org/entity/Q106917809,http://www.wikidata.org/entity/Q621043,Emory University,employment
http://www.wikidata.org/entity/Q106962378,http://www.wikidata.org/entity/Q11781490,Ministry of Labour and Social Affairs,employment
http://www.wikidata.org/entity/Q106962378,http://www.wikidata.org/entity/Q123201845,Genderová expertní komora ČR,membership
http://www.wikidata.org/entity/Q106962378,http://www.wikidata.org/entity/Q31519,Charles University,education
http://www.wikidata.org/entity/Q106983070,http://www.wikidata.org/entity/Q3128597,University of Applied Sciences Western Switzerland - Valais,employment
http://www.wikidata.org/entity/Q106983070,http://www.wikidata.org/entity/Q31519,Charles University,employment
http://www.wikidata.org/entity/Q106983070,http://www.wikidata.org/entity/Q372608,University of Basel,employment
http://www.wikidata.org/entity/Q106983084,http://www.wikidata.org/entity/Q1063665,Prague University of Economics and Business,employment
http://www.wikidata.org/entity/Q106983087,http://www.wikidata.org/entity/Q31519,Charles University,employment
http://www.wikidata.org/entity/Q106983087,http://www.wikidata.org/entity/Q374686,Czech Academy of Sciences,employment
http://www.wikidata.org/entity/Q106983115,http://www.wikidata.org/entity/Q31519,Charles University,employment
http://www.wikidata.org/entity/Q106983239,http://www.wikidata.org/entity/Q27974619,Institute of Sociology,employment
http://www.wikidata.org/entity/Q106983394,http://www.wikidata.org/entity/Q11451532,Institute of Contemporary History of the Czech Academy of Sciences,employment
http://www.wikidata.org/entity/Q106983394,http://www.wikidata.org/entity/Q31519,Charles University,employment
http://www.wikidata.org/entity/Q106983394,http://www.wikidata.org/entity/Q763586,Masaryk University,education
http://www.wikidata.org/entity/Q106983394,http://www.wikidata.org/entity/Q763586,Masaryk University,employment
http://www.wikidata.org/entity/Q106983420,http://www.wikidata.org/entity/Q763586,Masaryk University,employment
http://www.wikidata.org/entity/Q106985136,http://www.wikidata.org/entity/Q462723,University of Defence,education
http://www.wikidata.org/entity/Q106985136,http://www.wikidata.org/entity/Q462723,University of Defence,employment
http://www.wikidata.org/entity/Q107005887,http://www.wikidata.org/entity/Q1067935,Laval University,education
http://www.wikidata.org/entity/Q107023099,http://www.wikidata.org/entity/Q1153198,IE Business School,employment
http://www.wikidata.org/entity/Q107023099,http://www.wikidata.org/entity/Q1274202,ECODES,employment
http://www.wikidata.org/entity/Q107030857,http://www.wikidata.org/entity/Q186638,Université de Versailles Saint-Quentin-en-Yvelines,education
http://www.wikidata.org/entity/Q107046443,http://www.wikidata.org/entity/Q1094046,"City, University of London",employment
http://www.wikidata.org/entity/Q107063,http://www.wikidata.org/entity/Q1439182,Forum Demokratische Linke 21,membership
http://www.wikidata.org/entity/Q107097429,http://www.wikidata.org/entity/Q319239,Tel Aviv University,education
http://www.wikidata.org/entity/Q107097429,http://www.wikidata.org/entity/Q737332,Ben-Gurion University of the Negev,employment
http://www.wikidata.org/entity/Q107097429,http://www.wikidata.org/entity/Q955764,University of Illinois Chicago,education
http://www.wikidata.org/entity/Q107110533,http://www.wikidata.org/entity/Q667568,Aristotle University of Thessaloniki,education
http://www.wikidata.org/entity/Q107139894,http://www.wikidata.org/entity/Q144488,University of Warsaw,education
http://www.wikidata.org/entity/Q107139894,http://www.wikidata.org/entity/Q144488,University of Warsaw,employment
http://www.wikidata.org/entity/Q107140732,http://www.wikidata.org/entity/Q691851,University of Naples Federico II,employment
http://www.wikidata.org/entity/Q107156072,http://www.wikidata.org/entity/Q1140542,Mount Holyoke College,education
http://www.wikidata.org/entity/Q107156072,http://www.wikidata.org/entity/Q49088,Columbia University,education
http://www.wikidata.org/entity/Q107156072,http://www.wikidata.org/entity/Q49088,Columbia University,employment
http://www.wikidata.org/entity/Q107156072,http://www.wikidata.org/entity/Q955764,University of Illinois Chicago,employment
http://www.wikidata.org/entity/Q107178080,http://www.wikidata.org/entity/Q214341,University of Amsterdam,education
http://www.wikidata.org/entity/Q107178080,http://www.wikidata.org/entity/Q221653,Utrecht University,education
http://www.wikidata.org/entity/Q107178398,http://www.wikidata.org/entity/Q2060678,University of Campinas,employment
http://www.wikidata.org/entity/Q107178398,http://www.wikidata.org/entity/Q835960,University of São Paulo,education
http://www.wikidata.org/entity/Q107178398,http://www.wikidata.org/entity/Q835960,University of São Paulo,employment
http://www.wikidata.org/entity/Q107193,http://www.wikidata.org/entity/Q156725,University of Hamburg,employment
http://www.wikidata.org/entity/Q107193,http://www.wikidata.org/entity/Q574571,University of Regensburg,employment
http://www.wikidata.org/entity/Q107193,http://www.wikidata.org/entity/Q678982,Leibniz University Hannover,employment
http://www.wikidata.org/entity/Q107205572,http://www.wikidata.org/entity/Q2392351,Leeds Beckett University,employment
http://www.wikidata.org/entity/Q107205572,http://www.wikidata.org/entity/Q262854,University of Lancaster,education
http://www.wikidata.org/entity/Q107205572,http://www.wikidata.org/entity/Q70704242,Black Female Professors Forum,membership
http://www.wikidata.org/entity/Q107205572,http://www.wikidata.org/entity/Q967165,University of York,education
http://www.wikidata.org/entity/Q107205673,http://www.wikidata.org/entity/Q503424,University of Leeds,employment
http://www.wikidata.org/entity/Q107210700,http://www.wikidata.org/entity/Q1814702,"Central American University, San Salvador",education
http://www.wikidata.org/entity/Q107210754,http://www.wikidata.org/entity/Q3551326,University of La Frontera,education
http://www.wikidata.org/entity/Q107212764,http://www.wikidata.org/entity/Q178848,University of Notre Dame,education
http://www.wikidata.org/entity/Q107212764,http://www.wikidata.org/entity/Q2302319,University of Toledo,employment
http://www.wikidata.org/entity/Q107212764,http://www.wikidata.org/entity/Q4887352,Benedictine University,education
http://www.wikidata.org/entity/Q107212764,http://www.wikidata.org/entity/Q7402052,Seminaries of Saint Paul,education
http://www.wikidata.org/entity/Q107214581,http://www.wikidata.org/entity/Q156598,Leiden University,education
http://www.wikidata.org/entity/Q107214581,http://www.wikidata.org/entity/Q16640274,GSRL,membership
http://www.wikidata.org/entity/Q107214581,http://www.wikidata.org/entity/Q470963,Fuzhou University,education
http://www.wikidata.org/entity/Q107214581,http://www.wikidata.org/entity/Q470963,Fuzhou University,employment
http://www.wikidata.org/entity/Q107254030,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem,education
http://www.wikidata.org/entity/Q107254030,http://www.wikidata.org/entity/Q221653,Utrecht University,education
http://www.wikidata.org/entity/Q107254030,http://www.wikidata.org/entity/Q6017420,Ministry of Foreign Affairs of the Republic of Guatemala,employment
http://www.wikidata.org/entity/Q107254030,http://www.wikidata.org/entity/Q6056261,Interpeace,employment
http://www.wikidata.org/entity/Q107266198,http://www.wikidata.org/entity/Q51985,Technische Universität Berlin,employment
http://www.wikidata.org/entity/Q107266198,http://www.wikidata.org/entity/Q707272,University of Bamberg,education
http://www.wikidata.org/entity/Q107266198,http://www.wikidata.org/entity/Q707272,University of Bamberg,employment
http://www.wikidata.org/entity/Q107273861,http://www.wikidata.org/entity/Q1144565,Umeå University,employment
http://www.wikidata.org/entity/Q107274374,http://www.wikidata.org/entity/Q99887853,Young Academy of Norway,membership
http://www.wikidata.org/entity/Q107274626,http://www.wikidata.org/entity/Q1125340,Könyves Kálmán High School,education
http://www.wikidata.org/entity/Q107274626,http://www.wikidata.org/entity/Q851164,Corvinus University of Budapest,education
http://www.wikidata.org/entity/Q107274830,http://www.wikidata.org/entity/Q645663,University of Pisa,employment
http://www.wikidata.org/entity/Q107292032,http://www.wikidata.org/entity/Q204457,University of Bergen,education
http://www.wikidata.org/entity/Q107292032,http://www.wikidata.org/entity/Q204457,University of Bergen,employment
http://www.wikidata.org/entity/Q107313095,http://www.wikidata.org/entity/Q11005470,CICERO Center for International Climate Research,employment
http://www.wikidata.org/entity/Q107313095,http://www.wikidata.org/entity/Q18455539,DNV,employment
